#onokad	O=0.9999865293502808|NORM=1.2970642274012789e-05
pametnog	O=0.999925971031189|NORM=7.381151954177767e-05
telefona	O=0.9999412298202515|NORM=5.742167559219524e-05
'	O=0.9999581575393677|NORM=4.074116804986261e-05
.	O=0.9999914169311523|NORM=6.9854495450272225e-06

@noonoo__	O=0.9997205138206482|NORM=0.0002734654408413917
@enterzagreb	O=0.9999876022338867|NORM=1.2052865713485517e-05
šta	NORM=0.9866055846214294|O=0.013343445956707
svi	O=0.9999586343765259|NORM=4.08871092076879e-05
zbrisali	O=0.9984050393104553|NORM=0.0015872393269091845
na	O=0.9999337196350098|NORM=6.611477874685079e-05
ručak	O=0.9995984435081482|NORM=0.000401045341277495
?	O=0.9999849796295166|NORM=1.4124369045021012e-05

@ezadar	O=0.9999898672103882|NORM=9.626281098462641e-06
morate	O=0.9997861981391907|NORM=0.00021330091112758964
malo	O=0.999815046787262|NORM=0.00018478717538528144
i	O=0.9999277591705322|NORM=7.184715650510043e-05
do	O=0.9999709129333496|NORM=2.852355464710854e-05
pašmana	O=0.9998373985290527|NORM=0.0001593982451595366
doći	O=0.9999215602874756|NORM=7.656464003957808e-05
i	O=0.9999682903289795|NORM=3.145990558550693e-05
poslikati	O=0.9998248219490051|NORM=0.0001738945720717311
predivan	O=0.9996976852416992|NORM=0.0003018548886757344
krajolik	O=0.9998663663864136|NORM=0.00013290654169395566
:)	O=0.9999856948852539|NORM=1.2802072888007388e-05
#pasman	O=0.9999728202819824|NORM=2.5243323761969805e-05
#zadar	O=0.9999744892120361|NORM=2.459939059917815e-05
#croatia	O=0.9998953342437744|NORM=9.725815471028909e-05
#ezadar	O=0.99998939037323|NORM=1.0078125342261046e-05

@ahmateja	O=0.9999896287918091|NORM=1.010398682410596e-05
danas	O=0.9999222755432129|NORM=7.622373232152313e-05
još	O=0.9999837875366211|NORM=1.5665827959310263e-05
ne	O=0.9999593496322632|NORM=4.0002127207117155e-05
:p	O=0.9999423027038574|NORM=5.727063398808241e-05

pozz	O=0.8872297406196594|NORM=0.1127258762717247
od	O=0.9953307509422302|NORM=0.004666540771722794
redakcije	O=0.9999768733978271|NORM=2.2865815481054597e-05
kao	O=0.9999700784683228|NORM=2.9256532798171975e-05
i	O=0.99997878074646|NORM=2.098140976158902e-05
svim	O=0.9999681711196899|NORM=3.139770342386328e-05
obožavateljima	O=0.9999521970748901|NORM=4.736787377623841e-05
tvojeg	O=0.9998764991760254|NORM=0.0001230876805493608
ludog	O=0.9998575448989868|NORM=0.00014197983546182513
kreativnog	O=0.999922513961792|NORM=7.714983075857162e-05
rada	O=0.9999790191650391|NORM=2.0590616259141825e-05
...	O=0.9999833106994629|NORM=1.589028943271842e-05

blentavi	O=0.9981268048286438|NORM=0.0018723133252933621
šarm	O=0.9999634027481079|NORM=3.5878922062693164e-05
i	O=0.9999884366989136|NORM=1.1227949471503962e-05
prpošnost	O=0.9998962879180908|NORM=0.00010322385787731037
karaktera	O=0.9999585151672363|NORM=4.095040276297368e-05
ti	O=0.999931812286377|NORM=6.621352076763287e-05
osiguraju	O=0.9999603033065796|NORM=3.9036367525113747e-05
samo	O=0.99998939037323|NORM=1.0230645784758963e-05
jeftine	O=0.9999337196350098|NORM=6.597803439944983e-05
emocije	O=0.9999769926071167|NORM=2.2645204808213748e-05
.	O=0.9999814033508301|NORM=1.5474894098588265e-05

ak	NORM=0.9997159838676453|O=0.0002618537691887468
bude	O=0.9998965263366699|NORM=0.00010267809557262808
,	O=0.9999850988388062|NORM=1.3776090781902894e-05
svi	O=0.999916672706604|NORM=8.29029522719793e-05
rusi	O=0.9815391898155212|NORM=0.01845664158463478
će	O=0.9989230036735535|NORM=0.0010743136517703533
doć	NORM=0.9995513558387756|O=0.0004280841094441712
k	O=0.9940630793571472|NORM=0.005934938322752714
vama	O=0.999263346195221|NORM=0.0007334247347898781
u	O=0.9999328851699829|NORM=6.676117482129484e-05
srbiju	O=0.9976820945739746|NORM=0.002315443241968751
,	O=0.9999797344207764|NORM=1.9128239728161134e-05
nećete	O=0.9976835250854492|NORM=0.0023153889924287796
imat	NORM=0.9983347058296204|O=0.0016069550765678287
dosta	O=0.999622106552124|NORM=0.00037737825186923146
mjesta	O=0.9999265670776367|NORM=7.295483374036849e-05
da	O=0.9998420476913452|NORM=0.00015720784722361714
ih	O=0.999961256980896|NORM=3.844088132609613e-05
ugostite	O=0.9989200830459595|NORM=0.0010788746876642108
.	O=0.9999828338623047|NORM=1.508897366875317e-05

kriva	O=0.9998173117637634|NORM=0.00018104763876181096
je	O=0.99998939037323|NORM=1.0391338037152309e-05
.	O=0.9999927282333374|NORM=5.828754183312412e-06

ajmo	NORM=0.9982724189758301|O=0.0017105223378166556
,	O=0.9999774694442749|NORM=1.8507726053940132e-05
e	O=0.993362545967102|NORM=0.006634598132222891
!	O=0.9999825954437256|NORM=1.4677309081889689e-05

moj	O=0.9999551773071289|NORM=4.4488497223937884e-05
frik	O=0.9998613595962524|NORM=0.00013825297355651855
!	O=0.9999895095825195|NORM=8.302628884848673e-06

članak	O=0.9998399019241333|NORM=0.0001581578835612163
o	O=0.9999445676803589|NORM=5.48650132259354e-05
navodnom	O=0.9992688298225403|NORM=0.000729998282622546
i	O=0.9999654293060303|NORM=3.4394401154713705e-05
neprovjerenom	O=0.9836734533309937|NORM=0.016321975737810135
,	O=0.9998798370361328|NORM=0.00011885092681040987
na	O=0.9999265670776367|NORM=7.310415094252676e-05
kraju	O=0.9998733997344971|NORM=0.00012601933849509805
1.	O=0.9998687505722046|NORM=0.0001297826529480517
pasusa	O=0.9987228512763977|NORM=0.0012733465991914272
-	O=0.9999803304672241|NORM=1.8847558749257587e-05
keep	O=0.9999769926071167|NORM=2.2554853785550222e-05
reading	O=0.9999825954437256|NORM=1.7038742953445762e-05
for	O=0.9999619722366333|NORM=3.7245165003696457e-05
more	O=0.9999659061431885|NORM=3.3378459193045273e-05
alleged	O=0.9999361038208008|NORM=6.33382733212784e-05
details	O=0.9999756813049316|NORM=2.3723929189145565e-05
!	O=0.9999902248382568|NORM=8.554652595194057e-06

@fotoziner	O=0.9999901056289673|NORM=9.597418284101877e-06
ne	O=0.9999876022338867|NORM=1.187533143820474e-05
bi	O=0.9993681311607361|NORM=0.0006307673174887896
smjelo	O=0.9998793601989746|NORM=0.00011980839190073311
potrajati	O=0.9998633861541748|NORM=0.00013535904872696847
duže	O=0.9999672174453735|NORM=3.2466035918332636e-05
pošto	O=0.9998773336410522|NORM=0.00012205807433929294
nisu	O=0.9999815225601196|NORM=1.7999071133090183e-05
u	O=0.999981164932251|NORM=1.8587728845886886e-05
pitanju	O=0.9999101161956787|NORM=8.883822010830045e-05
samo	O=0.99998939037323|NORM=1.0393458978796843e-05
naši	O=0.9999634027481079|NORM=3.624640157795511e-05
serveri	O=0.9999713897705078|NORM=2.8173601094749756e-05
nego	O=0.999951958656311|NORM=4.782175528816879e-05
cijeli	O=0.9999885559082031|NORM=1.1189703400305007e-05
datacentar	O=0.999340832233429|NORM=0.0006581574562005699

ili	O=0.9999819993972778|NORM=1.7464433767599985e-05
ih	O=0.9999665021896362|NORM=3.284834019723348e-05
jednostavno	O=0.999984622001648|NORM=1.4566494428436272e-05
dosta	O=0.9999755620956421|NORM=2.409012449788861e-05
dugo	O=0.9999821186065674|NORM=1.7289288734900765e-05
nisam	O=0.9999771118164062|NORM=2.222752846137155e-05
imala	O=0.9999736547470093|NORM=2.4369233869947493e-05
pa	O=0.999976634979248|NORM=2.2784875909565017e-05
imam	O=0.9999901056289673|NORM=9.245462933904491e-06
takav	O=0.9999842643737793|NORM=1.5365205399575643e-05
dojam	O=0.9999691247940063|NORM=3.0175591746228747e-05
...	O=0.999977707862854|NORM=1.9600494852056727e-05

iž	O=0.9990420937538147|NORM=0.0009574011201038957
dobila	O=0.9999496936798096|NORM=4.9411104555474594e-05
4,68	O=0.9636411666870117|NORM=0.03629426285624504
milijuna	O=0.9999182224273682|NORM=8.14638115116395e-05
kuna	O=0.9999474287033081|NORM=5.222480103839189e-05
od	O=0.9999626874923706|NORM=3.700500019476749e-05
ministarstva	O=0.9999203681945801|NORM=7.910337444627658e-05
gospodarstva	O=0.9999076128005981|NORM=9.189923730446026e-05
za	O=0.9999810457229614|NORM=1.8641445421963e-05
poticanje	O=0.9998214840888977|NORM=0.00017780635971575975
obrtništva	O=0.9998983144760132|NORM=0.00010123023093910888
i	O=0.9999722242355347|NORM=2.7561984097701497e-05
poduzetništva	O=0.9998660087585449|NORM=0.00013360328739508986
.	O=0.9999829530715942|NORM=1.5410032574436627e-05

sad	O=0.9999706745147705|NORM=2.892894008255098e-05
će	O=0.9998151659965515|NORM=0.00018452883523423225
nasa	NORM=0.6866562962532043|O=0.3133302927017212
predahnit	NORM=0.9992807507514954|O=0.0006935760611668229
,	O=0.9999713897705078|NORM=2.7335452614352107e-05
jedna	O=0.9999854564666748|NORM=1.4299935173767153e-05
osoba	O=0.9999712705612183|NORM=2.8258522434043698e-05
manje	O=0.9995399713516235|NORM=0.00045968551421537995
koja	O=0.9999889135360718|NORM=1.0755547918961383e-05
je	O=0.9999803304672241|NORM=1.946512384165544e-05
čuvala	O=0.999948263168335|NORM=5.097508255857974e-05
tajnu	O=0.9997768998146057|NORM=0.0002211764658568427
da	O=0.9999691247940063|NORM=3.035254485439509e-05
je	O=0.99997878074646|NORM=2.099341872963123e-05
odlazak	O=0.9999550580978394|NORM=4.453714063856751e-05
na	O=0.999954104423523|NORM=4.572080069920048e-05
mjesec	O=0.9997196793556213|NORM=0.00027926548500545323
bio	O=0.9999591112136841|NORM=4.045732202939689e-05
lažiran	O=0.9866820573806763|NORM=0.013308322988450527
.	O=0.9999821186065674|NORM=1.563070145493839e-05

trebaju	O=0.9999779462814331|NORM=2.0535664589260705e-05
mi	O=0.9999877214431763|NORM=1.1729172001651023e-05
novi	O=0.9999818801879883|NORM=1.7547372408444062e-05
prijatelji	O=0.999975323677063|NORM=2.37613949138904e-05

nego	O=0.9998304843902588|NORM=0.0001691156649030745
primjetio	NORM=0.9996867179870605|O=0.0003029780928045511
sam	O=0.999883770942688|NORM=0.000115823837404605
da	O=0.9999641180038452|NORM=3.550514156813733e-05
vladi	O=0.9665480852127075|NORM=0.03340243548154831
vise	NORM=0.9995414018630981|O=0.0004408895911183208
stalo	O=0.8058466911315918|NORM=0.19411425292491913
da	O=0.9999582767486572|NORM=4.144187187193893e-05
pisu	NORM=0.9960575103759766|O=0.003933647647500038
propagandu	O=0.9992820620536804|NORM=0.0007150074234232306
na	O=0.9999605417251587|NORM=3.918310540029779e-05
twiteru	O=0.7041500806808472|NORM=0.2957786023616791
neg	NORM=0.99854576587677|O=0.001392488251440227
da	O=0.999708354473114|NORM=0.00029126330628059804
rade	O=0.9999209642410278|NORM=7.829800597392023e-05
nesto	NORM=0.9991457462310791|O=0.0008226844947785139

luksuz	O=0.9997093081474304|NORM=0.00028949984698556364
ispijanja	O=0.9998394250869751|NORM=0.00015988574887160212
kave	O=0.9997039437294006|NORM=0.0002950457273982465
na	O=0.9998962879180908|NORM=0.00010337398271076381
sunčano	O=0.9998661279678345|NORM=0.0001331814710283652
jutro	O=0.9998509883880615|NORM=0.00014765426749363542
,	O=0.9999362230300903|NORM=6.278643559198827e-05
u	O=0.9999698400497437|NORM=2.9899181754444726e-05
spavaćici	O=0.9938887357711792|NORM=0.006108469795435667
na	O=0.9999674558639526|NORM=3.2194104278460145e-05
terasi	O=0.9999027252197266|NORM=9.685743134468794e-05
,	O=0.9999655485153198|NORM=3.3532742236275226e-05
ne	O=0.9999548196792603|NORM=4.462334982235916e-05
bi	NORM=0.9895002245903015|O=0.010481258854269981
zamijenila	O=0.9994069337844849|NORM=0.0005916485679335892
nikakvom	O=0.999921441078186|NORM=7.818873564247042e-05
markiranom	O=0.9995567202568054|NORM=0.00044253651867620647
i	O=0.9999760389328003|NORM=2.361531551287044e-05
skupom	O=0.9997696280479431|NORM=0.00022984383394941688
odjećom	O=0.9998730421066284|NORM=0.0001266068866243586
.	O=0.9999750852584839|NORM=2.2770482246414758e-05

e	O=0.9999747276306152|NORM=2.4989712983369827e-05
sad	O=0.9999735355377197|NORM=2.6104480639332905e-05
i	O=0.9998897314071655|NORM=0.00010910050332313403
ajfon	O=0.9882805347442627|NORM=0.011703127063810825
postaje	O=0.9999654293060303|NORM=3.432172889006324e-05
zvjerčica	O=0.9986420273780823|NORM=0.0013560885563492775
sa	O=0.9999617338180542|NORM=3.734410347533412e-05
svojim	O=0.9999120235443115|NORM=8.751622954150662e-05
tweak-ovima	NORM=0.8492243885993958|O=0.1507391631603241
.	O=0.9999867677688599|NORM=1.177269768959377e-05

sliku	O=0.9997991919517517|NORM=0.00019996371702291071
vidite	O=0.9995449185371399|NORM=0.00045403969124890864
.	O=0.9999922513961792|NORM=6.615178790525533e-06

aha	O=0.9997039437294006|NORM=0.00029519235249608755
znam	O=0.9999724626541138|NORM=2.639315243868623e-05
.	O=0.99998939037323|NORM=8.385472938243765e-06

cekat	NORM=0.9900874495506287|O=0.009343675337731838
cemo	NORM=0.9995624423027039|O=0.0004307626804802567
ove	O=0.9999517202377319|NORM=4.8017387598520145e-05
zauzete	O=0.7874201536178589|NORM=0.2125670462846756
da	O=0.9998925924301147|NORM=0.00010706757893785834
se	O=0.9999616146087646|NORM=3.8206071621971205e-05
vrate	O=0.9997625946998596|NORM=0.00023700096062384546
sa	O=0.9993693232536316|NORM=0.0006293375045061111
jebacine	NORM=0.9994401335716248|O=0.0005535433301702142
pa	O=0.9998606443405151|NORM=0.00013892549031879753
da	O=0.9999560117721558|NORM=4.3758096580859274e-05
nam	O=0.9999505281448364|NORM=4.9050006055040285e-05
pricaju	NORM=0.9995636343955994|O=0.0004303338937461376
kako	O=0.9998024106025696|NORM=0.0001972650788957253
je	O=0.9999332427978516|NORM=6.655624747509137e-05
to	O=0.9999728202819824|NORM=2.673080234671943e-05
u	O=0.9999376535415649|NORM=6.216490874066949e-05
danasnje	NORM=0.9983518123626709|O=0.0016426939982920885
vrime	NORM=0.9948959946632385|O=0.00509238988161087
.	O=0.9999748468399048|NORM=2.4268769266200252e-05

njima	O=0.9999656677246094|NORM=3.3828218874987215e-05
je	O=0.9999854564666748|NORM=1.4296443623607047e-05
ovladao	O=0.9999382495880127|NORM=6.116615986684337e-05
šejtan	O=0.9997976422309875|NORM=0.00020023228717036545
i	O=0.9999864101409912|NORM=1.3326209227670915e-05
učinio	O=0.9999573230743408|NORM=4.1878789488691837e-05
da	O=0.9999761581420898|NORM=2.3419679564540274e-05
zaborave	O=0.9999260902404785|NORM=7.309275679290295e-05
na	O=0.9999728202819824|NORM=2.6796524252858944e-05
allaha	O=0.9947472214698792|NORM=0.005237224977463484
.	O=0.9999885559082031|NORM=9.714702173369005e-06

dečko	O=0.998664140701294|NORM=0.00133155332878232
s	O=0.9999746084213257|NORM=2.4976126951514743e-05
velikim	O=0.9999080896377563|NORM=9.14899428607896e-05
plastičnim	O=0.9926080703735352|NORM=0.007390504702925682
sluškama	O=0.8212633728981018|NORM=0.17872370779514313
pušta	O=0.9981718063354492|NORM=0.0018268368439748883
lmfao	O=0.7385751008987427|NORM=0.2613791227340698
worst	O=0.9774471521377563|NORM=0.022541439160704613
of	O=0.9996055960655212|NORM=0.0003922313917428255
,	O=0.9999792575836182|NORM=1.9771821825997904e-05
dansa	O=0.9968101382255554|NORM=0.003187824273481965
kuduro	O=0.9078758955001831|NORM=0.0920686423778534
i	O=0.9999537467956543|NORM=4.612461634678766e-05
far	NORM=0.9603615999221802|O=0.03963376581668854
l'americano	O=0.9906366467475891|NORM=0.00935894250869751
shitmix	O=0.7887368202209473|NORM=0.21123342216014862
.	O=0.9999880790710449|NORM=1.0590051715553273e-05

oni	O=0.9999750852584839|NORM=2.4113305698847398e-05
ljudi	O=0.9999724626541138|NORM=2.6804234948940575e-05
koji	O=0.9999853372573853|NORM=1.4393766832654364e-05
misle	O=0.9999805688858032|NORM=1.916252585942857e-05
da	O=0.9999780654907227|NORM=2.171300002373755e-05
nekog	O=0.9999058246612549|NORM=9.365042933495715e-05
actually	O=0.9999443292617798|NORM=5.4877189541002735e-05
zanima	O=0.9999862909317017|NORM=1.3375123671721667e-05
koliko	O=0.9999486207962036|NORM=5.116207103128545e-05
ljudi	O=0.9999759197235107|NORM=2.3652368327020667e-05
ih	O=0.9999734163284302|NORM=2.6274463380104862e-05
je	O=0.9999666213989258|NORM=3.305619247839786e-05
followalo	NORM=0.7924078106880188|O=0.20757564902305603
i	O=0.9999703168869019|NORM=2.9448036002577282e-05
unfollowalo	O=0.7183865308761597|NORM=0.2815591096878052
prošli	O=0.999891996383667|NORM=0.0001048675476340577
tjedan	O=0.9999669790267944|NORM=3.144642323604785e-05
.	O=0.9999865293502808|NORM=1.2302335562708322e-05

a	O=0.9999871253967285|NORM=1.2465939107642043e-05
danas	O=0.9999837875366211|NORM=1.5659061318729073e-05
je	O=0.999982476234436|NORM=1.7397067495039664e-05
počelo	O=0.9998791217803955|NORM=0.00012016171967843547
i	O=0.9999833106994629|NORM=1.6524989405297674e-05
treće	O=0.9999667406082153|NORM=3.294670386821963e-05
izdanje	O=0.9999731779098511|NORM=2.6475228878553025e-05
writersko-glazbenog	O=0.9939473867416382|NORM=0.006051212549209595
festa	O=0.9997960925102234|NORM=0.00020312581909820437
graffiti	O=0.9561202526092529|NORM=0.0438678003847599
na	O=0.9982659220695496|NORM=0.001733817858621478
gradele	O=0.9983194470405579|NORM=0.0016784243052825332
u	O=0.9999830722808838|NORM=1.6632846381980926e-05
bolu	O=0.9990366697311401|NORM=0.0009605858940631151
na	O=0.9997666478157043|NORM=0.00023308998788706958
braču	O=0.9987119436264038|NORM=0.001287219813093543
!	O=0.9999836683273315|NORM=1.5032654118840583e-05

#osijek	O=0.9999862909317017|NORM=1.316564066655701e-05

dakle	O=0.9999579191207886|NORM=4.161358447163366e-05
,	O=0.999970555305481|NORM=2.7407368179410696e-05
da	O=0.9999715089797974|NORM=2.811069498420693e-05
oni	O=0.999946117401123|NORM=5.246104774414562e-05
"	O=0.9999818801879883|NORM=1.7671291061560623e-05
glume	O=0.9993784427642822|NORM=0.0006208125269040465
"	O=0.999962568283081|NORM=3.695833947858773e-05
lokalnu	O=0.9997957348823547|NORM=0.00020342583593446761
adresu	O=0.9998074173927307|NORM=0.00018545149941928685
i	O=0.9999825954437256|NORM=1.715843245619908e-05
prosljeđuju	O=0.9999207258224487|NORM=7.899152842583135e-05
dalje	O=0.9998199343681335|NORM=0.0001792346447473392
u	O=0.9999645948410034|NORM=3.5042150557274e-05
rh	O=0.9997473359107971|NORM=0.0002511497586965561
?	O=0.9999734163284302|NORM=2.4001052224775776e-05

:d	O=0.999964714050293|NORM=3.199491402483545e-05

sad	O=0.9999833106994629|NORM=1.5620276826666668e-05
smrdim	O=0.9999624490737915|NORM=3.681129601318389e-05
ko	NORM=0.9930148124694824|O=0.006954652722924948
inace	NORM=0.9926825165748596|O=0.007295993622392416
,	O=0.9999713897705078|NORM=2.6446110496181063e-05
ko	NORM=0.9989012479782104|O=0.00107471807859838
đubre	O=0.9982370138168335|NORM=0.0017605735920369625
.	O=0.9999887943267822|NORM=8.700103535375092e-06

:)	O=0.9999827146530151|NORM=1.5794659702805802e-05

jeste	O=0.9838323593139648|NORM=0.01616339385509491
živi	O=0.9999241828918457|NORM=7.543418905697763e-05
ili	O=0.9999760389328003|NORM=2.3580882043461315e-05
ste	O=0.9999462366104126|NORM=5.333498847903684e-05
umrli	O=0.9999443292617798|NORM=5.513985888683237e-05
od	O=0.9999634027481079|NORM=3.596703754737973e-05
umišljene	O=0.9996986389160156|NORM=0.00030012516072019935
depresije	O=0.9999806880950928|NORM=1.885902020148933e-05
?	O=0.9999808073043823|NORM=1.7475276763434522e-05

'	O=0.9999904632568359|NORM=8.6474747149623e-06
bezdušna	O=0.9999830722808838|NORM=1.659844747337047e-05
garnitura	O=0.9999852180480957|NORM=1.430875727237435e-05
na	O=0.9999884366989136|NORM=1.1273066775174811e-05
vlasti	O=0.9999624490737915|NORM=3.6787048884434626e-05
pokrenula	O=0.9999412298202515|NORM=5.796384357381612e-05
je	O=0.9999860525131226|NORM=1.3778389984508976e-05
novu	O=0.9999791383743286|NORM=2.0201276129228063e-05
agresiju	O=0.9999637603759766|NORM=3.543946877471171e-05
na	O=0.9999759197235107|NORM=2.3655367840547115e-05
vukovar	O=0.9998683929443359|NORM=0.00013075085007585585
'	O=0.9999679327011108|NORM=3.032348831766285e-05

macak	O=0.9737695455551147|NORM=0.02620532736182213
me	O=0.9999798536300659|NORM=1.9708842955878936e-05
bledo	O=0.9998152852058411|NORM=0.0001836698065744713
gleda	O=0.9998537302017212|NORM=0.00014498463133350015
zakaj	NORM=0.6523869633674622|O=0.34756743907928467
ga	O=0.9999599456787109|NORM=3.9275979361264035e-05
ne	O=0.9999427795410156|NORM=5.6711334764258936e-05
pustam	O=0.9917576909065247|NORM=0.008232717402279377
van	O=0.9316422939300537|NORM=0.06835412979125977
a	O=0.9986883997917175|NORM=0.0013102415250614285
